id;text;aspect;polarity;start_position;end_position
5491;O serviço de concierge era prestativo, mas o restaurante tinha poucas opções.;restaurante;-1;45;56
5492;A recepção do hotel era calorosa, mas o elevador estava sempre quebrado.;recepção;1;2;10
5493;A recepção do hotel era calorosa, mas o elevador estava sempre quebrado.;elevador;-1;40;48
5494;O hotel oferecia café da manhã gratuito, mas os quartos eram pequenos demais.;café da manhã;1;17;30
5495;O hotel oferecia café da manhã gratuito, mas os quartos eram pequenos demais.;quartos;-1;48;55
5496;O hotel oferecia serviço de quarto 24 horas, mas os preços eram exorbitantes.;serviço de quarto;1;17;34
5497;O hotel oferecia serviço de quarto 24 horas, mas os preços eram exorbitantes.;preços;-1;52;58
5498;O hotel oferecia uma bela vista da montanha, mas o Wi-Fi era instável.;vista;1;26;31
5499;O hotel oferecia uma bela vista da montanha, mas o Wi-Fi era instável.;Wi-Fi;-1;51;56
5500;O estacionamento do hotel era conveniente, mas o café da manhã era caro.;estacionamento;1;2;16
5501;O estacionamento do hotel era conveniente, mas o café da manhã era caro.;café da manhã;-1;49;62
5502;O serviço de quarto era eficiente, mas o restaurante era barulhento.;serviço de quarto;1;2;19
5503;O serviço de quarto era eficiente, mas o restaurante era barulhento.;restaurante;-1;41;52
5504;O hotel oferecia um belo jardim, mas os quartos eram antigos.;jardim;1;25;31
5505;O hotel oferecia um belo jardim, mas os quartos eram antigos.;quartos;-1;40;47
5506;A localização do hotel era privilegiada, mas o ar condicionado não funcionava.;localização;1;2;13
5507;A localização do hotel era privilegiada, mas o ar condicionado não funcionava.;ar condicionado;-1;47;62
5508;O hotel oferecia uma bela vista da cidade, mas o café da manhã era fraco.;vista;1;26;31
5509;O hotel oferecia uma bela vista da cidade, mas o café da manhã era fraco.;café da manhã;-1;49;62
5510;O hotel oferecia serviço de concierge, mas o preço dos passeios era alto demais.;serviço de concierge;1;17;37
5511;O hotel oferecia serviço de concierge, mas o preço dos passeios era alto demais.;preço;-1;45;50
5512;O serviço de limpeza era eficiente, mas o estacionamento era caro.;serviço de limpeza;1;2;20
5513;O serviço de limpeza era eficiente, mas o estacionamento era caro.;estacionamento;-1;42;56
5514;O hotel oferecia uma bela vista da praia, mas o restaurante era caro.;vista;1;26;31
5515;O hotel oferecia uma bela vista da praia, mas o restaurante era caro.;restaurante;-1;48;59
5516;O hotel oferecia uma ótima localização, mas os quartos eram pequenos.;localização;1;27;38
5517;O hotel oferecia uma ótima localização, mas os quartos eram pequenos.;quartos;-1;47;54
5518;O hotel oferecia traslado gratuito para o aeroporto, mas o check-in foi demorado.;traslado;1;17;25
5519;O hotel oferecia traslado gratuito para o aeroporto, mas o check-in foi demorado.;check-in;-1;59;67
5520;O serviço de quarto era rápido, mas o restaurante tinha poucas opções.;serviço de quarto;1;2;19
5521;O serviço de quarto era rápido, mas o restaurante tinha poucas opções.;restaurante;-1;38;49
5522;O hotel oferecia academia, mas os equipamentos estavam quebrados.;academia;1;17;25
5523;O hotel oferecia academia, mas os equipamentos estavam quebrados.;equipamentos;-1;34;46
5524;O banheiro do quarto era espaçoso, mas a água do chuveiro era fria.;banheiro;1;2;10
5525;O banheiro do quarto era espaçoso, mas a água do chuveiro era fria.;água do chuveiro;-1;41;57
5526;O hotel oferecia serviço de lavanderia, mas o preço era alto.;serviço de lavanderia;1;17;38
5527;O hotel oferecia serviço de lavanderia, mas o preço era alto.;preço;-1;46;51
5528;O lobby do hotel era elegante, mas o estacionamento era lotado.;lobby;1;2;7
5529;O lobby do hotel era elegante, mas o estacionamento era lotado.;estacionamento;-1;37;51
5530;O hotel oferecia traslado para o aeroporto, mas o check-out foi demorado.;traslado;1;17;25
5531;O hotel oferecia traslado para o aeroporto, mas o check-out foi demorado.;check-out;-1;50;59
5532;O restaurante do hotel tinha boa comida, mas o preço era exagerado.;restaurante;1;2;13
5533;O restaurante do hotel tinha boa comida, mas o preço era exagerado.;preço;-1;47;52
5534;O hotel oferecia serviço de quarto 24 horas, mas os preços eram elevados.;serviço de quarto;1;17;34
5535;O hotel oferecia serviço de quarto 24 horas, mas os preços eram elevados.;preços;-1;52;58
5536;O hotel oferecia uma bela vista da montanha, mas o Wi-Fi era lento.;vista;1;26;31
5537;O hotel oferecia uma bela vista da montanha, mas o Wi-Fi era lento.;Wi-Fi;-1;51;56
5538;O estacionamento do hotel era conveniente, mas o café da manhã era caro.;estacionamento;1;2;16
5539;O estacionamento do hotel era conveniente, mas o café da manhã era caro.;café da manhã;-1;49;62
5540;O serviço de quarto era eficiente, mas o restaurante era barulhento.;serviço de quarto;1;2;19
5541;O serviço de quarto era eficiente, mas o restaurante era barulhento.;restaurante;-1;41;52
5542;O hotel oferecia um belo jardim, mas os quartos eram antigos.;jardim;1;25;31
5543;O hotel oferecia um belo jardim, mas os quartos eram antigos.;quartos;-1;40;47
5544;A localização do hotel era privilegiada, mas o ar condicionado não funcionava.;localização;1;2;13
5545;A localização do hotel era privilegiada, mas o ar condicionado não funcionava.;ar condicionado;-1;47;62
5546;O hotel oferecia uma bela vista da cidade, mas o café da manhã era fraco.;vista;1;26;31
5547;O hotel oferecia uma bela vista da cidade, mas o café da manhã era fraco.;café da manhã;-1;49;62
5548;O hotel oferecia serviço de concierge, mas o preço dos passeios era alto demais.;serviço de concierge;1;17;37
5549;A comida estava divina, uma explosão de sabor no paladar, mas o serviço foi simplesmente terrível!;comida;1;2;8
5550;A comida estava divina, uma explosão de sabor no paladar, mas o serviço foi simplesmente terrível!;serviço;-1;64;71
5551;O hotel tinha uma localização dos sonhos, mas o quarto estava tão sujo que me deu vontade de vomitar.;localização;1;18;29
5552;O atendimento foi um verdadeiro pesadelo, lento, rude e totalmente desorganizado!;atendimento;-1;2;13
5553;Ambiente incrível, mas a comida era uma verdadeira decepção, simplesmente nojenta.;mbiente;1;1;8
5554;Ambiente incrível, mas a comida era uma verdadeira decepção, simplesmente nojenta.;comida;-1;25;31
5555;A cama era uma nuvem de conforto, mas o banheiro era tão imundo que nem coragem de usar tive.;cama;1;2;6
5556;O café da manhã era uma vergonha, puro lixo, e o atendimento então? Nem se fala, um completo desastre!;café da manhã;1;2;15
5557;O café da manhã era uma vergonha, puro lixo, e o atendimento então? Nem se fala, um completo desastre!;atendimento;-1;49;60
5558;A vista do hotel era de tirar o fôlego, mas o Wi-Fi simplesmente não funcionava, um completo absurdo!;vista;1;2;7
5559;A vista do hotel era de tirar o fôlego, mas o Wi-Fi simplesmente não funcionava, um completo absurdo!;Wi-Fi;-1;46;51
5560;O quarto era espaçoso, mas o barulho da rua era ensurdecedor, impossível dormir em paz!;quarto;1;2;8
5561;O quarto era espaçoso, mas o barulho da rua era ensurdecedor, impossível dormir em paz!;barulho;-1;29;36
5562;O restaurante do hotel tinha comida de qualidade, mas o preço era um verdadeiro roubo!;restaurante;1;2;13
5563;O restaurante do hotel tinha comida de qualidade, mas o preço era um verdadeiro roubo!;preço;-1;56;61
5564;O chuveiro era uma maravilha, mas o serviço de quarto era uma verdadeira piada, mais valia terem deixado quieto.;chuveiro;1;2;10
5565;O chuveiro era uma maravilha, mas o serviço de quarto era uma verdadeira piada, mais valia terem deixado quieto.;serviço de quarto;-1;36;53
5566;A decoração do hotel era um espetáculo à parte, mas o estacionamento era tão caro que preferi andar a pé!;decoração;1;2;11
5567;A decoração do hotel era um espetáculo à parte, mas o estacionamento era tão caro que preferi andar a pé!;estacionamento;-1;54;68
5568;O hotel estava tão limpo que até brilhava, mas a comida do restaurante era tão sem graça que preferi ir a pé a um fast-food.;limp;1;19;23
5569;O hotel estava tão limpo que até brilhava, mas a comida do restaurante era tão sem graça que preferi ir a pé a um fast-food.;comida;-1;49;55
5570;O check-in foi rápido, mas o elevador estava sempre lotado, uma verdadeira bagunça!;check-in;1;2;10
5571;O check-in foi rápido, mas o elevador estava sempre lotado, uma verdadeira bagunça!;elevador;-1;29;37
5572;O ambiente do hotel era tranquilo e agradável, mas o ar condicionado simplesmente não funcionava, um calor infernal!;ambiente;1;2;10
5573;O ambiente do hotel era tranquilo e agradável, mas o ar condicionado simplesmente não funcionava, um calor infernal!;ar condicionado;-1;53;68
5574;A piscina era um oásis de relaxamento, mas a água estava tão suja que nem me arrisquei a entrar.;piscina;1;2;9
5575;O serviço de concierge era útil, mas o café da manhã era tão fraco que nem consegui comer direito.;serviço de concierge;1;2;22
5576;O serviço de concierge era útil, mas o café da manhã era tão fraco que nem consegui comer direito.;café da manhã;-1;39;52
5577;A localização do hotel era conveniente, mas os quartos eram tão pequenos que mal consegui abrir minha mala.;localização;1;2;13
5578;A localização do hotel era conveniente, mas os quartos eram tão pequenos que mal consegui abrir minha mala.;quartos;-1;47;54
5579;O hotel oferecia bicicletas gratuitas, mas o estacionamento era tão caro que preferi andar a pé.;bicicletas;1;17;27
5580;O hotel oferecia bicicletas gratuitas, mas o estacionamento era tão caro que preferi andar a pé.;estacionamento;-1;45;59
5581;O serviço de limpeza era eficiente, mas o café da manhã era tão caro que preferi tomar um café na rua.;serviço de limpeza;1;2;20
5582;O serviço de limpeza era eficiente, mas o café da manhã era tão caro que preferi tomar um café na rua.;café da manhã;-1;42;55
5583;O spa do hotel era relaxante, mas o Wi-Fi era tão lento que nem consegui me distrair com o celular.;spa;1;2;5
5584;O spa do hotel era relaxante, mas o Wi-Fi era tão lento que nem consegui me distrair com o celular.;Wi-Fi;-1;36;41
5585;O hotel oferecia uma vista deslumbrante da cidade, mas o serviço de quarto era tão demorado que desisti de pedir.;vista;1;21;26
5586;O hotel oferecia uma vista deslumbrante da cidade, mas o serviço de quarto era tão demorado que desisti de pedir.;serviço de quarto;-1;57;74
5587;O ambiente do restaurante era acolhedor, mas a comida estava tão fria que mal consegui engolir.;ambiente;1;2;10
5588;O ambiente do restaurante era acolhedor, mas a comida estava tão fria que mal consegui engolir.;comida;-1;47;53
5589;A recepção do hotel era bonita, mas os funcionários eram tão antipáticos que nem me senti bem-vindo.;recepção;1;2;10
5590;A recepção do hotel era bonita, mas os funcionários eram tão antipáticos que nem me senti bem-vindo.;funcionários;-1;39;51
5591;O hotel oferecia academia, mas os equipamentos estavam tão velhos que nem me arrisquei a usá-los.;academia;1;17;25
5592;O hotel oferecia academia, mas os equipamentos estavam tão velhos que nem me arrisquei a usá-los.;equipamentos;-1;34;46
5593;O banheiro do quarto era espaçoso, mas não havia shampoo, um verdadeiro absurdo!;banheiro;1;2;10
5594;O banheiro do quarto era espaçoso, mas não havia shampoo, um verdadeiro absurdo!;shampoo;-1;49;56
5595;O hotel oferecia serviço de lavanderia, mas cobrava tão caro por isso que preferi lavar minhas roupas na pia.;serviço de lavanderia;1;17;38
5596;O lobby do hotel era elegante, mas o estacionamento era tão difícil de encontrar que quase perdi minha reserva.;lobby;1;2;7
5597;O lobby do hotel era elegante, mas o estacionamento era tão difícil de encontrar que quase perdi minha reserva.;estacionamento;-1;37;51
5598;O hotel oferecia traslado para o aeroporto, mas o check-out foi tão demorado que quase perdi meu voo.;traslado;1;17;25
5599;O hotel oferecia traslado para o aeroporto, mas o check-out foi tão demorado que quase perdi meu voo.;check-out;-1;50;59
5600;O serviço de quarto era rápido, mas o restaurante tinha tão poucas opções que nem consegui escolher.;serviço de quarto;1;2;19
5601;O serviço de quarto era rápido, mas o restaurante tinha tão poucas opções que nem consegui escolher.;restaurante;-1;38;49
5602;O hotel oferecia academia, mas os equipamentos estavam tão quebrados que nem me atrevi a tocá-los.;academia;1;17;25
5603;O hotel oferecia academia, mas os equipamentos estavam tão quebrados que nem me atrevi a tocá-los.;equipamentos;-1;34;46
5604;O banheiro do quarto era espaçoso, mas a água do chuveiro estava tão fria que nem consegui tomar banho.;banheiro;1;2;10
5605;O banheiro do quarto era espaçoso, mas a água do chuveiro estava tão fria que nem consegui tomar banho.;água do chuveiro;-1;41;57
5606;O hotel oferecia serviço de lavanderia, mas o preço era tão alto que preferi lavar minhas roupas na pia.;serviço de lavanderia;1;17;38
5607;O hotel oferecia serviço de lavanderia, mas o preço era tão alto que preferi lavar minhas roupas na pia.;preço;-1;46;51
5608;O lobby do hotel era elegante, mas o estacionamento estava tão lotado que mal consegui encontrar uma vaga.;lobby;1;2;7
5609;O lobby do hotel era elegante, mas o estacionamento estava tão lotado que mal consegui encontrar uma vaga.;estacionamento;-1;37;51
5610;O hotel oferecia traslado para o aeroporto, mas o check-out foi tão demorado que quase perdi meu voo.;traslado;1;17;25
5611;O hotel oferecia traslado para o aeroporto, mas o check-out foi tão demorado que quase perdi meu voo.;check-out;-1;50;59
5612;O restaurante do hotel tinha comida de qualidade, mas o preço era tão exagerado que nem consegui saborear.;restaurante;1;2;13
5613;O restaurante do hotel tinha comida de qualidade, mas o preço era tão exagerado que nem consegui saborear.;preço;-1;56;61
5614;O hotel oferecia serviço de quarto 24 horas, mas os preços eram tão elevados que nem consegui pedir.;serviço de quarto;1;17;34
5615;O hotel oferecia serviço de quarto 24 horas, mas os preços eram tão elevados que nem consegui pedir.;preços;-1;52;58
5616;O hotel oferecia uma bela vista da montanha, mas o Wi-Fi era tão lento que nem consegui usar.;vista;1;26;31
5617;O hotel oferecia uma bela vista da montanha, mas o Wi-Fi era tão lento que nem consegui usar.;Wi-Fi;-1;51;56
5618;O estacionamento do hotel era conveniente, mas o café da manhã era tão caro que nem consegui comer.;estacionamento;1;2;16
5619;O estacionamento do hotel era conveniente, mas o café da manhã era tão caro que nem consegui comer.;café da manhã;-1;49;62
5620;O serviço de quarto era eficiente, mas o restaurante era tão barulhento que nem consegui relaxar.;serviço de quarto;1;2;19
5621;O serviço de quarto era eficiente, mas o restaurante era tão barulhento que nem consegui relaxar.;restaurante;-1;41;52
5622;O hotel oferecia um belo jardim, mas os quartos eram tão antigos que nem consegui descansar direito.;jardim;1;25;31
5623;O hotel oferecia um belo jardim, mas os quartos eram tão antigos que nem consegui descansar direito.;quartos;-1;40;47
5624;A localização do hotel era privilegiada, mas o ar condicionado era tão ruim que nem consegui dormir direito.;localização;1;2;13
5625;A localização do hotel era privilegiada, mas o ar condicionado era tão ruim que nem consegui dormir direito.;ar condicionado;-1;47;62
5626;O hotel oferecia uma bela vista da cidade, mas o café da manhã era tão fraco que nem consegui comer.;vista;1;26;31
5627;O hotel oferecia uma bela vista da cidade, mas o café da manhã era tão fraco que nem consegui comer.;café da manhã;-1;49;62
5628;O hotel oferecia serviço de concierge, mas o preço dos passeios era tão alto que nem consegui aproveitar.;serviço de concierge;1;17;37
5629;O hotel oferecia serviço de concierge, mas o preço dos passeios era tão alto que nem consegui aproveitar.;preço;-1;45;50
5630;O serviço de limpeza era eficiente, mas o estacionamento era tão caro que nem consegui estacionar.;serviço de limpeza;1;2;20
5631;A experiência gastronômica foi um verdadeiro espetáculo para os sentidos, cada prato uma obra-prima de sabor e textura!;gastron;1;14;21
5632;A decoração do hotel era como uma viagem no tempo, um mergulho na história e na elegância.;decoração;1;2;11
5633;Os funcionários do hotel eram tão atenciosos e prestativos que me senti verdadeiramente mimado!;aten;1;34;38
5634;O hotel oferecia uma variedade de atividades de lazer que garantiam diversão para todas as idades.;atividades de lazer;1;34;53
5635;O hotel oferecia uma variedade de atividades de lazer que garantiam diversão para todas as idades.;diversão;1;68;76
5636;A vista panorâmica do hotel era de tirar o fôlego, um verdadeiro espetáculo da natureza!;vista;1;2;7
5637;O quarto era um refúgio de conforto e tranquilidade, cada detalhe pensado para proporcionar o máximo de bem-estar.;quarto;1;2;8
5638;O quarto era um refúgio de conforto e tranquilidade, cada detalhe pensado para proporcionar o máximo de bem-estar.;conforto;1;27;35
5639;O café da manhã era uma festa para o paladar, com uma variedade de opções deliciosas para começar o dia com energia!;café da manhã;1;2;15
5640;A equipe de entretenimento do hotel garantia diversão o dia todo, com atividades criativas e envolventes.;entretenimento;1;12;26
5641;A equipe de entretenimento do hotel garantia diversão o dia todo, com atividades criativas e envolventes.;diversão;1;45;53
5642;O spa do hotel era um verdadeiro oásis de relaxamento, com tratamentos que revigoravam corpo e alma.;spa;1;2;5
5643;O spa do hotel era um verdadeiro oásis de relaxamento, com tratamentos que revigoravam corpo e alma.;relaxamento;1;42;53
5644;O restaurante do hotel era um verdadeiro festival de sabores, com pratos que encantavam até os paladares mais exigentes.;ente;1;114;118
5645;O hotel oferecia uma programação cultural rica e diversificada, com eventos que celebravam a arte e a cultura local.;programação cultural;1;21;41
5646;O hotel oferecia uma programação cultural rica e diversificada, com eventos que celebravam a arte e a cultura local.;cultura;1;33;40
5647;A academia do hotel era equipada com aparelhos modernos e oferecia uma experiência completa de treino.;academia;1;2;10
5648;A localização do hotel era estratégica, permitindo fácil acesso aos principais pontos turísticos da cidade.;localização;1;2;13
5649;A equipe de concierge do hotel estava sempre pronta para atender aos meus pedidos e garantir uma estadia perfeita.; de concierge;1;8;21
5650;A equipe de concierge do hotel estava sempre pronta para atender aos meus pedidos e garantir uma estadia perfeita.;atend;1;57;62
5651;O hotel oferecia uma seleção de vinhos finos que tornavam cada refeição uma experiência ainda mais especial.;vinhos;1;32;38
5652;Os jardins do hotel eram um verdadeiro paraíso verde, proporcionando momentos de relaxamento em contato com a natureza.;jardins;1;3;10
5653;O hotel oferecia um lounge elegante e aconchegante, perfeito para relaxar com um bom livro ou uma bebida.;lounge;1;20;26
5654;O hotel oferecia uma piscina aquecida com vista para o mar, proporcionando momentos de lazer inesquecíveis.;piscina;1;21;28
5655;O hotel oferecia um buffet de sobremesas irresistíveis que deixavam qualquer um com água na boca.;sobremesas;1;30;40
5656;A equipe de recreação do hotel garantia diversão para as crianças, com atividades lúdicas e educativas.;recreação ;1;12;22
5657;A equipe de recreação do hotel garantia diversão para as crianças, com atividades lúdicas e educativas.;diversão;1;40;48
5658;O hotel oferecia uma área de churrasco com vista para o mar, proporcionando momentos memoráveis em família.;churrasco;1;29;38
5659;O hotel oferecia um lounge com música ao vivo todas as noites, criando um ambiente animado e acolhedor.;música ao vivo;1;31;45
5660;O hotel oferecia um lounge com música ao vivo todas as noites, criando um ambiente animado e acolhedor.;ambiente;1;74;82
5661;A equipe de segurança do hotel garantia tranquilidade e conforto aos hóspedes durante toda a estadia.;segurança;1;12;21
5662;A equipe de segurança do hotel garantia tranquilidade e conforto aos hóspedes durante toda a estadia.;conforto;1;56;64
5663;O hotel oferecia um serviço de transporte gratuito para os principais pontos turísticos da cidade.;transporte;1;31;41
5664;O hotel oferecia uma biblioteca bem equipada, perfeita para os hóspedes que gostam de uma boa leitura.;biblioteca;1;21;31
5665;A área de lazer do hotel contava com salão de jogos, proporcionando momentos de diversão para toda a família.;área de lazer;1;2;15
5666;A área de lazer do hotel contava com salão de jogos, proporcionando momentos de diversão para toda a família.;diversão;1;80;88
5667;O hotel oferecia um serviço de bar na piscina, permitindo que os hóspedes desfrutassem de drinks refrescantes sob o sol.;bar na piscina;1;31;45
5668;A equipe de limpeza do hotel mantinha os quartos impecavelmente arrumados, proporcionando conforto e bem-estar aos hóspedes.;limpeza;1;12;19
5669;A equipe de limpeza do hotel mantinha os quartos impecavelmente arrumados, proporcionando conforto e bem-estar aos hóspedes.;conforto;1;90;98
5670;O hotel oferecia uma área de descanso com espreguiçadeiras e vista para o mar, perfeita para relaxar e recarregar as energias.;área de descanso;1;21;37
5671;O hotel oferecia um espaço de coworking equipado com computadores e internet de alta velocidade.;espaço de coworking;1;20;39
5672;A área de eventos do hotel contava com salas modernas e versáteis, ideais para reuniões e conferências de sucesso.;área de eventos;1;2;17
5673;A área de eventos do hotel contava com salas modernas e versáteis, ideais para reuniões e conferências de sucesso.;ência;1;96;101
5674;O hotel oferecia um serviço de concierge personalizado, auxiliando os hóspedes em todas as suas necessidades durante a estadia.;serviço de concierge;1;20;40
5675;O hotel oferecia um menu de travesseiros com opções para todos os gostos, garantindo uma noite de sono perfeita aos hóspedes.;menu de travesseiros;1;20;40
5676;A equipe de manutenção do hotel estava sempre disponível para resolver qualquer problema de forma rápida e eficiente.;manutenção;1;12;22
5677;O hotel oferecia um serviço de lavanderia expressa, garantindo roupas limpas e frescas em pouco tempo.;serviço de lavanderia;1;20;41
5678;A equipe de recepção do hotel recebia os hóspedes com um sorriso caloroso, proporcionando uma experiência acolhedora desde o check-in.;equipe de recepção;1;2;20
5679;O hotel oferecia um serviço de quarto 24 horas, garantindo que os hóspedes nunca ficassem sem suas refeições favoritas.;serviço de quarto;1;20;37
5680;O hotel oferecia uma sala de cinema privativa, perfeita para sessões exclusivas de filmes e séries.;sala de cinema;1;21;35
5681;O hotel oferecia um serviço de transfer para o aeroporto, garantindo praticidade e conforto aos hóspedes.;transfer para o aeroporto;1;31;56
5682;O hotel oferecia um serviço de pet care, garantindo que os animais de estimação dos hóspedes fossem tratados com todo o carinho e atenção.;pet care;1;31;39
5683;A equipe de segurança do hotel estava sempre presente, garantindo a tranquilidade e a segurança dos hóspedes durante toda a estadia.;segurança;1;12;21
5684;O hotel oferecia um serviço de despertar personalizado, garantindo que os hóspedes nunca perdessem seus compromissos importantes.;serviço de despertar;1;20;40
5685;A equipe de recreação do hotel oferecia atividades para todas as idades, garantindo diversão para toda a família durante a estadia.;recreação;1;12;21
5686;A equipe de recreação do hotel oferecia atividades para todas as idades, garantindo diversão para toda a família durante a estadia.;diversão;1;84;92
5687;O hotel oferecia um serviço de concierge 24 horas, garantindo que os hóspedes recebessem assistência a qualquer momento do dia ou da noite.;serviço de concierge;1;20;40
5688;O hotel oferecia um serviço de concierge 24 horas, garantindo que os hóspedes recebessem assistência a qualquer momento do dia ou da noite.;ência;1;95;100
5689;A equipe de limpeza do hotel mantinha as áreas comuns impecavelmente limpas e organizadas, garantindo conforto e bem-estar aos hóspedes.;limpeza;1;12;19
5690;A equipe de limpeza do hotel mantinha as áreas comuns impecavelmente limpas e organizadas, garantindo conforto e bem-estar aos hóspedes.;conforto;1;102;110
5691;O hotel oferecia um serviço de babá, permitindo que os pais desfrutassem de momentos de relaxamento enquanto os filhos estavam sob os cuidados de profissionais qualificados.;serviço de babá;1;20;35
5692;A área de lazer do hotel contava com piscinas aquecidas, toboáguas e jacuzzis, garantindo diversão para toda a família.;área de lazer;1;2;15
5693;A área de lazer do hotel contava com piscinas aquecidas, toboáguas e jacuzzis, garantindo diversão para toda a família.;diversão;1;90;98
5694;O hotel oferecia um serviço de empréstimo de bicicletas, permitindo que os hóspedes explorassem a região de forma sustentável e divertida.;empréstimo de bicicletas;1;31;55
5695;A equipe de concierge do hotel estava sempre disponível para fornecer informações e dicas sobre os melhores restaurantes e pontos turísticos da cidade.;equipe de concierge;1;2;21
5696;O hotel oferecia um serviço de lavanderia expressa, garantindo que os hóspedes nunca ficassem sem roupas limpas durante a estadia.;serviço de lavanderia;1;20;41
5697;A equipe de manutenção do hotel estava sempre disponível para resolver qualquer problema com rapidez e eficiência, garantindo o conforto dos hóspedes.;manutenção;1;12;22
5698;A equipe de manutenção do hotel estava sempre disponível para resolver qualquer problema com rapidez e eficiência, garantindo o conforto dos hóspedes.;conforto;1;128;136
5699;O hotel oferecia um serviço de room service 24 horas, permitindo que os hóspedes desfrutassem de refeições deliciosas no conforto de seus quartos a qualquer hora do dia ou da noite.;serviço de ;1;20;31
5700;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;recreação ;1;12;22
5701;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;diversão;1;118;126
5702;O hotel oferecia um serviço de transporte para os principais pontos turísticos da cidade, permitindo que os hóspedes explorassem a região com facilidade e conforto.;transporte;1;31;41
5703;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;equipe de recepção;1;2;20
5704;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;confort;1;137;144
5705;O hotel oferecia um serviço de concierge personalizado, garantindo que os hóspedes recebessem assistência em todas as suas solicitações durante a estadia.;serviço de concierge;1;20;40
5706;O hotel oferecia um serviço de concierge personalizado, garantindo que os hóspedes recebessem assistência em todas as suas solicitações durante a estadia.;ência;1;100;105
5707;A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante a estadia.;limpeza;1;12;19
5708;A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante a estadia.;conforto;1;99;107
5709;O hotel oferecia um serviço de room service 24 horas, garantindo que os hóspedes pudessem desfrutar de refeições deliciosas a qualquer hora do dia ou da noite.;serviço de ;1;20;31
5710;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;recreação ;1;12;22
5711;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;diversão;1;118;126
5712;O hotel oferecia um serviço de transporte para os principais pontos turísticos da cidade, permitindo que os hóspedes explorassem a região com facilidade e conforto.;transporte;1;31;41
5713;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;equipe de recepção;1;2;20
5714;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;confort;1;137;144
5715;O hotel oferecia um serviço de concierge personalizado, garantindo que os hóspedes recebessem assistência em todas as suas solicitações durante a estadia.;serviço de concierge;1;20;40
5716;O hotel oferecia um serviço de concierge personalizado, garantindo que os hóspedes recebessem assistência em todas as suas solicitações durante a estadia.;ência;1;100;105
5717;A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante a estadia.;limpeza;1;12;19
5718;A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante a estadia.;conforto;1;99;107
5719;O hotel oferecia um serviço de room service 24 horas, garantindo que os hóspedes pudessem desfrutar de refeições deliciosas a qualquer hora do dia ou da noite.;serviço de ;1;20;31
5720;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;recreação ;1;12;22
5721;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;diversão;1;118;126
5722;O hotel oferecia um serviço de transporte para os principais pontos turísticos da cidade, permitindo que os hóspedes explorassem a região com facilidade e conforto.;transporte;1;31;41
5723;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;equipe de recepção;1;2;20
5724;A equipe de recepção do hotel estava sempre disponível para atender às necessidades dos hóspedes, proporcionando uma estadia tranquila e confortável.;confort;1;137;144
5725;O hotel oferecia um serviço de concierge personalizado, garantindo que os hóspedes recebessem assistência em todas as suas solicitações durante a estadia.;serviço de concierge;1;20;40
5726;O hotel oferecia um serviço de concierge personalizado, garantindo que os hóspedes recebessem assistência em todas as suas solicitações durante a estadia.;ência;1;100;105
5727;A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante a estadia.;limpeza;1;12;19
5728;A equipe de limpeza do hotel mantinha os quartos impecavelmente limpos e organizados, garantindo o conforto e o bem-estar dos hóspedes durante a estadia.;conforto;1;99;107
5729;O hotel oferecia um serviço de room service 24 horas, garantindo que os hóspedes pudessem desfrutar de refeições deliciosas a qualquer hora do dia ou da noite.;serviço de ;1;20;31
5730;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;recreação ;1;12;22
5731;A equipe de recreação do hotel oferecia uma variedade de atividades para entreter as crianças, garantindo momentos de diversão e alegria durante a estadia.;diversão;1;118;126
